time_s,current_a,voltage_mv,true_soc_pct
7.6,30.0,3232.84,0.0659
7.7,30.0,3226.63,0.0673
7.8,30.0,3230.48,0.0687
7.9,30.0,3235.94,0.0701
8.0,30.0,3229.93,0.0715
8.1,30.0,3233.41,0.0728
8.2,30.0,3227.0,0.0742
8.3,30.0,3232.11,0.0756
8.4,30.0,3235.99,0.077
8.5,30.0,3242.21,0.0784
8.6,30.0,3247.38,0.0798
8.7,30.0,3242.59,0.0812
8.8,30.0,3245.26,0.0826
8.9,30.0,3246.04,0.0839
9.0,30.0,3251.87,0.0853
9.1,30.0,3252.15,0.0867
9.2,30.0,3250.27,0.0881
9.3,30.0,3245.06,0.0895
9.4,30.0,3255.84,0.0909
9.5,30.0,3254.42,0.0923
9.6,30.0,3259.83,0.0937
9.7,30.0,3254.72,0.095
9.8,30.0,3265.8,0.0964
9.9,30.0,3255.4,0.0978
10.0,30.0,3266.3,0.0992
10.1,30.0,3260.05,0.1006
10.2,30.0,3258.02,0.102
10.3,30.0,3256.08,0.1034
10.4,30.0,3262.07,0.1048
10.5,30.0,3271.05,0.1061
10.6,30.0,3269.1,0.1075
10.7,30.0,3269.55,0.1089
10.8,30.0,3255.3,0.1103
10.9,30.0,3271.8,0.1117
11.0,30.0,3272.08,0.1131
11.1,30.0,3267.6,0.1145
11.2,30.0,3268.25,0.1159
11.3,30.0,3272.41,0.1172
11.4,30.0,3282.07,0.1186
11.5,30.0,3269.18,0.12
11.6,30.0,3273.33,0.1214
11.7,30.0,3283.27,0.1228
11.8,30.0,3275.22,0.1242
11.9,30.0,3276.61,0.1256
12.0,30.0,3279.9,0.127
12.1,30.0,3274.17,0.1283
12.2,30.0,3282.43,0.1297
12.3,30.0,3276.24,0.1311
12.4,30.0,3287.66,0.1325
12.5,30.0,3284.18,0.1339
12.6,30.0,3296.51,0.1353
12.7,30.0,3287.42,0.1367
12.8,30.0,3293.76,0.1381
12.9,30.0,3281.32,0.1394
13.0,30.0,3288.12,0.1408
13.1,30.0,3291.24,0.1422
13.2,30.0,3299.24,0.1436
13.3,30.0,3282.98,0.145
13.4,30.0,3297.21,0.1464
13.5,30.0,3296.08,0.1478
13.6,30.0,3301.64,0.1492
13.7,30.0,3298.39,0.1505
13.8,30.0,3295.93,0.1519
13.9,30.0,3293.89,0.1533
14.0,30.0,3291.09,0.1547
14.1,30.0,3299.13,0.1561
14.2,30.0,3298.01,0.1575
14.3,30.0,3309.88,0.1589
14.4,30.0,3297.53,0.1603
14.5,30.0,3302.98,0.1616
14.6,30.0,3294.32,0.163
14.7,30.0,3300.98,0.1644
14.8,30.0,3305.04,0.1658
14.9,30.0,3308.62,0.1672
15.0,30.0,3312.51,0.1686
15.1,30.0,3305.8,0.17
15.2,30.0,3301.19,0.1714
15.3,30.0,3309.81,0.1727
15.4,30.0,3310.85,0.1741
15.5,30.0,3311.46,0.1755
15.6,30.0,3306.23,0.1769
15.7,30.0,3316.12,0.1783
15.8,30.0,3311.61,0.1797
15.9,30.0,3315.38,0.1811
16.0,30.0,3318.96,0.1825
16.1,30.0,3316.34,0.1838
16.2,30.0,3315.42,0.1852
16.3,30.0,3325.44,0.1866
16.4,30.0,3316.58,0.188
16.5,30.0,3314.56,0.1894
16.6,30.0,3317.27,0.1908
16.7,30.0,3324.79,0.1922
16.8,30.0,3318.63,0.1936
16.9,30.0,3321.29,0.1949
17.0,30.0,3325.33,0.1963
17.1,30.0,3317.43,0.1977
17.2,30.0,3312.0,0.1991
17.3,30.0,3322.77,0.2005
17.4,30.0,3323.05,0.2019
17.5,30.0,3319.49,0.2033
17.6,30.0,3327.51,0.2047
17.7,30.0,3326.81,0.206
17.8,30.0,3319.4,0.2074
17.9,30.0,3327.58,0.2088
18.0,30.0,3324.61,0.2102
18.1,30.0,3318.77,0.2116
18.2,30.0,3329.04,0.213
18.3,30.0,3327.14,0.2144
18.4,30.0,3324.22,0.2158
18.5,30.0,3331.14,0.2171
18.6,30.0,3331.54,0.2185
18.7,30.0,3326.78,0.2199
18.8,30.0,3332.24,0.2213
18.9,30.0,3335.87,0.2227
19.0,30.0,3327.79,0.2241
19.1,30.0,3333.81,0.2255
19.2,30.0,3332.46,0.2269
19.3,30.0,3344.32,0.2282
19.4,30.0,3324.22,0.2296
19.5,30.0,3337.54,0.231
19.6,30.0,3333.07,0.2324
19.7,30.0,3334.62,0.2338
19.8,30.0,3345.15,0.2352
19.9,30.0,3336.12,0.2366
20.0,30.0,3347.88,0.238
20.1,30.0,3334.98,0.2393
20.2,30.0,3339.44,0.2407
20.3,30.0,3335.74,0.2421
20.4,30.0,3335.24,0.2435
20.5,30.0,3339.5,0.2449
20.6,30.0,3338.26,0.2463
20.7,30.0,3341.17,0.2477
20.8,30.0,3330.12,0.2491
20.9,30.0,3351.14,0.2504
21.0,30.0,3340.76,0.2518
21.1,30.0,3350.78,0.2532
21.2,30.0,3337.5,0.2546
21.3,30.0,3344.46,0.256
21.4,30.0,3359.29,0.2574
21.5,30.0,3339.57,0.2588
21.6,30.0,3336.89,0.2602
21.7,30.0,3342.09,0.2615
21.8,30.0,3347.63,0.2629
21.9,30.0,3349.18,0.2643
22.0,30.0,3352.6,0.2657
22.1,30.0,3345.3,0.2671
22.2,30.0,3339.01,0.2685
22.3,30.0,3345.27,0.2699
22.4,30.0,3354.07,0.2713
22.5,30.0,3350.62,0.2726
22.6,30.0,3338.93,0.274
22.7,30.0,3348.95,0.2754
22.8,30.0,3356.53,0.2768
22.9,30.0,3360.58,0.2782
23.0,30.0,3353.17,0.2796
23.1,30.0,3352.31,0.281
23.2,30.0,3344.96,0.2824
23.3,30.0,3347.34,0.2837
23.4,30.0,3352.19,0.2851
23.5,30.0,3354.86,0.2865
23.6,30.0,3355.63,0.2879
23.7,30.0,3350.72,0.2893
23.8,30.0,3347.74,0.2907
23.9,30.0,3349.99,0.2921
24.0,30.0,3348.47,0.2935
24.1,30.0,3357.84,0.2948
24.2,30.0,3343.43,0.2962
24.3,30.0,3353.7,0.2976
24.4,30.0,3357.98,0.299
24.5,30.0,3363.7,0.3004
24.6,30.0,3356.8,0.3018
24.7,30.0,3361.81,0.3032
24.8,30.0,3355.16,0.3046
24.9,30.0,3353.79,0.3059
25.0,30.0,3354.48,0.3073
25.1,30.0,3365.84,0.3087
25.2,30.0,3363.52,0.3101
25.3,30.0,3361.32,0.3115
25.4,30.0,3375.87,0.3129
25.5,30.0,3359.4,0.3143
25.6,30.0,3362.99,0.3157
25.7,30.0,3361.76,0.317
25.8,30.0,3359.44,0.3184
25.9,30.0,3372.45,0.3198
26.0,30.0,3368.73,0.3212
26.1,30.0,3354.52,0.3226
26.2,30.0,3359.83,0.324
26.3,30.0,3364.29,0.3254
26.4,30.0,3366.38,0.3268
26.5,30.0,3356.03,0.3281
26.6,30.0,3351.8,0.3295
26.7,30.0,3353.85,0.3309
26.8,30.0,3363.33,0.3323
26.9,30.0,3363.47,0.3337
27.0,30.0,3366.02,0.3351
27.1,30.0,3360.74,0.3365
27.2,30.0,3358.76,0.3379
27.3,30.0,3355.06,0.3392
27.4,30.0,3367.11,0.3406
27.5,30.0,3367.6,0.342
27.6,30.0,3371.0,0.3434
27.7,30.0,3370.27,0.3448
27.8,30.0,3365.65,0.3462
27.9,30.0,3373.63,0.3476
28.0,30.0,3366.48,0.349
28.1,30.0,3364.13,0.3503
28.2,30.0,3365.1,0.3517
28.3,30.0,3365.05,0.3531
28.4,30.0,3357.42,0.3545
28.5,30.0,3369.3,0.3559
28.6,30.0,3370.03,0.3573
28.7,30.0,3367.23,0.3587
28.8,30.0,3365.73,0.3601
28.9,30.0,3371.42,0.3614
29.0,30.0,3378.4,0.3628
29.1,30.0,3370.27,0.3642
29.2,30.0,3367.79,0.3656
29.3,30.0,3367.62,0.367
29.4,30.0,3370.48,0.3684
29.5,30.0,3364.76,0.3698
29.6,30.0,3370.7,0.3712
29.7,30.0,3371.88,0.3725
29.8,30.0,3381.04,0.3739
29.9,30.0,3376.77,0.3753
30.0,30.0,3377.46,0.3767
30.1,30.0,3368.96,0.3781
30.2,30.0,3376.11,0.3795
30.3,30.0,3367.3,0.3809
30.4,30.0,3374.79,0.3823
30.5,30.0,3375.55,0.3836
30.6,30.0,3369.86,0.385
30.7,30.0,3383.91,0.3864
30.8,30.0,3376.98,0.3878
30.9,30.0,3364.85,0.3892
31.0,30.0,3377.35,0.3906
31.1,30.0,3372.77,0.392
31.2,30.0,3375.03,0.3934
31.3,30.0,3377.57,0.3947
31.4,30.0,3377.41,0.3961
31.5,30.0,3365.48,0.3975
31.6,30.0,3370.09,0.3989
31.7,30.0,3379.96,0.4003
31.8,30.0,3382.81,0.4017
31.9,30.0,3386.03,0.4031
32.0,30.0,3385.74,0.4045
32.1,30.0,3366.65,0.4058
32.2,30.0,3380.98,0.4072
32.3,30.0,3367.75,0.4086
32.4,30.0,3385.6,0.41
32.5,30.0,3379.0,0.4114
32.6,30.0,3372.22,0.4128
32.7,30.0,3388.18,0.4142
32.8,30.0,3381.54,0.4156
32.9,30.0,3369.06,0.4169
33.0,30.0,3380.18,0.4183
33.1,30.0,3375.24,0.4197
33.2,30.0,3379.64,0.4211
33.3,30.0,3376.95,0.4225
33.4,30.0,3386.33,0.4239
33.5,30.0,3372.53,0.4253
33.6,30.0,3381.42,0.4267
33.7,30.0,3389.09,0.428
33.8,30.0,3376.06,0.4294
33.9,30.0,3381.43,0.4308
34.0,30.0,3381.57,0.4322
34.1,30.0,3377.29,0.4336
34.2,30.0,3384.15,0.435
34.3,30.0,3381.57,0.4364
34.4,30.0,3376.54,0.4378
34.5,30.0,3390.24,0.4391
34.6,30.0,3385.56,0.4405
34.7,30.0,3380.94,0.4419
34.8,30.0,3378.76,0.4433
34.9,30.0,3378.19,0.4447
35.0,30.0,3388.44,0.4461
35.1,30.0,3381.71,0.4475
35.2,30.0,3384.91,0.4489
35.3,30.0,3381.85,0.4502
35.4,30.0,3386.02,0.4516
35.5,30.0,3382.52,0.453
35.6,30.0,3387.08,0.4544
35.7,30.0,3382.5,0.4558
35.8,30.0,3387.72,0.4572
35.9,30.0,3387.09,0.4586
36.0,30.0,3383.31,0.46
36.1,30.0,3379.74,0.4613
36.2,30.0,3379.5,0.4627
36.3,30.0,3380.65,0.4641
36.4,30.0,3379.58,0.4655
36.5,30.0,3388.98,0.4669
36.6,30.0,3384.57,0.4683
36.7,30.0,3392.8,0.4697
36.8,30.0,3396.49,0.4711
36.9,30.0,3385.37,0.4724
37.0,30.0,3377.65,0.4738
37.1,30.0,3383.63,0.4752
37.2,30.0,3385.3,0.4766
37.3,30.0,3378.38,0.478
37.4,30.0,3384.71,0.4794
37.5,30.0,3387.54,0.4808
37.6,30.0,3383.95,0.4822
37.7,30.0,3382.54,0.4835
37.8,30.0,3382.73,0.4849
37.9,30.0,3395.59,0.4863
38.0,30.0,3386.0,0.4877
38.1,30.0,3382.78,0.4891
38.2,30.0,3385.2,0.4905
38.3,30.0,3391.97,0.4919
38.4,30.0,3383.91,0.4933
38.5,30.0,3389.87,0.4946
38.6,30.0,3391.23,0.496
38.7,30.0,3391.47,0.4974
38.8,30.0,3394.85,0.4988
38.9,30.0,3385.23,0.5002
39.0,30.0,3393.77,0.5016
39.1,30.0,3384.27,0.503
39.2,30.0,3386.38,0.5044
39.3,30.0,3394.47,0.5057
39.4,30.0,3392.72,0.5071
39.5,30.0,3388.74,0.5085
39.6,30.0,3382.9,0.5099
39.7,30.0,3391.79,0.5113
39.8,30.0,3385.95,0.5127
39.9,30.0,3384.6,0.5141
40.0,30.0,3386.1,0.5155
40.1,30.0,3390.69,0.5168
40.2,30.0,3378.97,0.5182
40.3,30.0,3391.5,0.5196
40.4,30.0,3390.68,0.521
40.5,30.0,3387.0,0.5224
40.6,30.0,3395.22,0.5238
40.7,30.0,3393.21,0.5252
40.8,30.0,3387.24,0.5266
40.9,30.0,3387.03,0.5279
41.0,30.0,3393.97,0.5293
41.1,30.0,3383.02,0.5307
41.2,30.0,3389.05,0.5321
41.3,30.0,3387.67,0.5335
41.4,30.0,3391.28,0.5349
41.5,30.0,3392.1,0.5363
41.6,30.0,3391.34,0.5377
41.7,30.0,3396.93,0.539
41.8,30.0,3392.51,0.5404
41.9,30.0,3389.9,0.5418
42.0,30.0,3385.52,0.5432
42.1,30.0,3395.29,0.5446
42.2,30.0,3394.43,0.546
42.3,30.0,3399.14,0.5474
42.4,30.0,3388.26,0.5488
42.5,30.0,3392.23,0.5501
42.6,30.0,3391.9,0.5515
42.7,30.0,3391.86,0.5529
42.8,30.0,3392.45,0.5543
42.9,30.0,3383.93,0.5557
43.0,30.0,3396.72,0.5571
43.1,30.0,3395.96,0.5585
43.2,30.0,3398.45,0.5599
43.3,30.0,3404.14,0.5612
43.4,30.0,3391.39,0.5626
43.5,30.0,3392.9,0.564
43.6,30.0,3393.23,0.5654
43.7,30.0,3402.99,0.5668
43.8,30.0,3384.71,0.5682
43.9,30.0,3395.89,0.5696
44.0,30.0,3386.2,0.571
44.1,30.0,3380.74,0.5723
44.2,30.0,3383.64,0.5737
44.3,30.0,3386.93,0.5751
44.4,30.0,3399.27,0.5765
44.5,30.0,3389.68,0.5779
44.6,30.0,3392.97,0.5793
44.7,30.0,3388.38,0.5807
44.8,30.0,3397.34,0.5821
44.9,30.0,3388.87,0.5834
45.0,30.0,3401.05,0.5848
45.1,30.0,3389.59,0.5862
45.2,30.0,3390.82,0.5876
45.3,30.0,3395.34,0.589
45.4,30.0,3394.94,0.5904
45.5,30.0,3402.02,0.5918
45.6,30.0,3395.59,0.5932
45.7,30.0,3389.03,0.5945
45.8,30.0,3392.35,0.5959
45.9,30.0,3392.37,0.5973
46.0,30.0,3398.95,0.5987
46.1,30.0,3397.32,0.6001
46.2,30.0,3394.89,0.6015
46.3,30.0,3399.92,0.6029
46.4,30.0,3393.01,0.6043
46.5,30.0,3395.05,0.6056
46.6,30.0,3396.72,0.607
46.7,30.0,3403.53,0.6084
46.8,30.0,3395.48,0.6098
46.9,30.0,3394.3,0.6112
47.0,30.0,3390.9,0.6126
47.1,30.0,3399.64,0.614
47.2,30.0,3393.35,0.6154
47.3,30.0,3398.08,0.6167
47.4,30.0,3386.93,0.6181
47.5,30.0,3401.73,0.6195
47.6,30.0,3389.94,0.6209
47.7,30.0,3392.78,0.6223
47.8,30.0,3402.04,0.6237
47.9,30.0,3390.15,0.6251
48.0,30.0,3396.5,0.6265
48.1,30.0,3397.34,0.6278
48.2,30.0,3392.05,0.6292
48.3,30.0,3403.83,0.6306
48.4,30.0,3404.69,0.632
48.5,30.0,3387.41,0.6334
48.6,30.0,3390.09,0.6348
48.7,30.0,3401.45,0.6362
48.8,30.0,3390.97,0.6376
48.9,30.0,3395.61,0.6389
49.0,30.0,3398.27,0.6403
49.1,30.0,3401.15,0.6417
49.2,30.0,3396.65,0.6431
49.3,30.0,3398.31,0.6445
49.4,30.0,3394.02,0.6459
49.5,30.0,3404.44,0.6473
49.6,30.0,3395.57,0.6487
49.7,30.0,3399.81,0.65
49.8,30.0,3395.62,0.6514
49.9,30.0,3398.78,0.6528
50.0,30.0,3397.48,0.6542
50.1,30.0,3397.57,0.6556
50.2,30.0,3393.38,0.657
50.3,30.0,3402.5,0.6584
50.4,30.0,3405.65,0.6598
50.5,30.0,3399.87,0.6611
50.6,30.0,3402.38,0.6625
50.7,30.0,3402.97,0.6639
50.8,30.0,3403.49,0.6653
50.9,30.0,3400.43,0.6667
51.0,30.0,3400.04,0.6681
51.1,30.0,3403.36,0.6695
51.2,30.0,3399.45,0.6709
51.3,30.0,3394.3,0.6722
51.4,30.0,3399.35,0.6736
51.5,30.0,3389.85,0.675
51.6,30.0,3399.33,0.6764
51.7,30.0,3401.48,0.6778
51.8,30.0,3405.66,0.6792
51.9,30.0,3400.3,0.6806
52.0,30.0,3404.24,0.682
52.1,30.0,3399.66,0.6833
52.2,30.0,3394.61,0.6847
52.3,30.0,3392.73,0.6861
52.4,30.0,3395.0,0.6875
52.5,30.0,3393.08,0.6889
52.6,30.0,3403.14,0.6903
52.7,30.0,3398.99,0.6917
52.8,30.0,3402.94,0.6931
52.9,30.0,3400.51,0.6944
53.0,30.0,3405.42,0.6958
53.1,30.0,3405.56,0.6972
53.2,30.0,3397.09,0.6986
53.3,30.0,3399.01,0.7
53.4,30.0,3397.77,0.7014
53.5,30.0,3392.39,0.7028
53.6,30.0,3403.93,0.7042
53.7,30.0,3406.55,0.7055
53.8,30.0,3400.63,0.7069
53.9,30.0,3398.26,0.7083
54.0,30.0,3406.23,0.7097
54.1,30.0,3389.11,0.7111
54.2,30.0,3401.78,0.7125
54.3,30.0,3401.66,0.7139
54.4,30.0,3398.15,0.7153
54.5,30.0,3408.01,0.7166
54.6,30.0,3405.96,0.718
54.7,30.0,3399.86,0.7194
54.8,30.0,3400.79,0.7208
54.9,30.0,3399.33,0.7222
55.0,30.0,3398.77,0.7236
55.1,30.0,3394.84,0.725
55.2,30.0,3408.34,0.7264
55.3,30.0,3406.63,0.7277
55.4,30.0,3405.53,0.7291
55.5,30.0,3396.12,0.7305
55.6,30.0,3412.05,0.7319
55.7,30.0,3411.6,0.7333
55.8,30.0,3402.69,0.7347
55.9,30.0,3397.28,0.7361
56.0,30.0,3397.53,0.7375
56.1,30.0,3404.0,0.7388
56.2,30.0,3397.4,0.7402
56.3,30.0,3401.84,0.7416
56.4,30.0,3407.51,0.743
56.5,30.0,3394.58,0.7444
56.6,30.0,3412.19,0.7458
56.7,30.0,3410.05,0.7472
56.8,30.0,3396.08,0.7486
56.9,30.0,3395.25,0.7499
57.0,30.0,3400.95,0.7513
57.1,30.0,3397.26,0.7527
57.2,30.0,3401.15,0.7541
57.3,30.0,3389.61,0.7555
57.4,30.0,3401.42,0.7569
57.5,30.0,3411.63,0.7583
57.6,30.0,3397.08,0.7597
57.7,30.0,3401.35,0.761
57.8,30.0,3395.31,0.7624
57.9,30.0,3406.0,0.7638
58.0,30.0,3401.73,0.7652
58.1,30.0,3412.61,0.7666
58.2,30.0,3403.99,0.768
58.3,30.0,3401.14,0.7694
58.4,30.0,3405.8,0.7708
58.5,30.0,3400.56,0.7721
58.6,30.0,3396.45,0.7735
58.7,30.0,3404.7,0.7749
58.8,30.0,3402.36,0.7763
58.9,30.0,3404.11,0.7777
59.0,30.0,3405.21,0.7791
59.1,30.0,3400.82,0.7805
59.2,30.0,3405.53,0.7819
59.3,30.0,3412.16,0.7832
59.4,30.0,3397.98,0.7846
59.5,30.0,3412.25,0.786
59.6,30.0,3402.39,0.7874
59.7,30.0,3399.82,0.7888
59.8,30.0,3415.83,0.7902
59.9,30.0,3404.52,0.7916
60.0,30.0,3410.64,0.793
60.1,30.0,3407.92,0.7943
60.2,30.0,3395.47,0.7957
60.3,30.0,3404.53,0.7971
60.4,30.0,3401.34,0.7985
60.5,30.0,3397.3,0.7999
60.6,30.0,3395.2,0.8013
60.7,30.0,3404.61,0.8027
60.8,30.0,3407.09,0.8041
60.9,30.0,3406.14,0.8054
61.0,30.0,3402.7,0.8068
61.1,30.0,3400.28,0.8082
61.2,30.0,3399.38,0.8096
61.3,30.0,3401.58,0.811
61.4,30.0,3399.24,0.8124
61.5,30.0,3403.43,0.8138
61.6,30.0,3404.38,0.8152
61.7,30.0,3400.05,0.8165
61.8,30.0,3403.41,0.8179
61.9,30.0,3400.82,0.8193
62.0,30.0,3404.64,0.8207
62.1,30.0,3407.24,0.8221
62.2,30.0,3405.64,0.8235
62.3,30.0,3407.15,0.8249
62.4,30.0,3396.57,0.8263
62.5,30.0,3402.98,0.8276
62.6,30.0,3406.3,0.829
62.7,30.0,3408.16,0.8304
62.8,30.0,3397.01,0.8318
62.9,30.0,3405.83,0.8332
63.0,30.0,3411.11,0.8346
63.1,30.0,3404.23,0.836
63.2,30.0,3404.69,0.8374
63.3,30.0,3407.45,0.8387
63.4,30.0,3406.48,0.8401
63.5,30.0,3408.66,0.8415
63.6,30.0,3405.69,0.8429
63.7,30.0,3406.13,0.8443
63.8,30.0,3401.49,0.8457
63.9,30.0,3404.59,0.8471
64.0,30.0,3411.75,0.8485
64.1,30.0,3404.5,0.8498
64.2,30.0,3404.72,0.8512
64.3,30.0,3403.15,0.8526
64.4,30.0,3409.58,0.854
64.5,30.0,3401.41,0.8554
64.6,30.0,3410.28,0.8568
64.7,30.0,3401.08,0.8582
64.8,30.0,3400.51,0.8596
64.9,30.0,3406.87,0.8609
65.0,30.0,3406.53,0.8623
65.1,30.0,3407.41,0.8637
65.2,30.0,3411.27,0.8651
65.3,30.0,3403.94,0.8665
65.4,30.0,3408.25,0.8679
65.5,30.0,3401.53,0.8693
65.6,30.0,3412.41,0.8707
65.7,30.0,3409.31,0.872
65.8,30.0,3408.87,0.8734
65.9,30.0,3407.17,0.8748
66.0,30.0,3402.34,0.8762
66.1,30.0,3404.67,0.8776
66.2,30.0,3408.85,0.879
66.3,30.0,3406.29,0.8804
66.4,30.0,3407.04,0.8818
66.5,30.0,3399.66,0.8831
66.6,30.0,3407.4,0.8845
66.7,30.0,3403.07,0.8859
66.8,30.0,3401.15,0.8873
66.9,30.0,3405.83,0.8887
67.0,30.0,3397.36,0.8901
67.1,30.0,3410.18,0.8915
67.2,30.0,3410.98,0.8929
67.3,30.0,3406.49,0.8942
67.4,30.0,3401.83,0.8956
67.5,30.0,3402.1,0.897
67.6,30.0,3406.11,0.8984
67.7,30.0,3394.79,0.8998
67.8,30.0,3407.84,0.9012
67.9,30.0,3410.3,0.9026
68.0,30.0,3405.46,0.904
68.1,30.0,3404.58,0.9053
68.2,30.0,3408.0,0.9067
68.3,30.0,3408.88,0.9081
68.4,30.0,3412.63,0.9095
68.5,30.0,3407.29,0.9109
68.6,30.0,3403.78,0.9123
68.7,30.0,3404.96,0.9137
68.8,30.0,3408.22,0.9151
68.9,30.0,3415.12,0.9164
69.0,30.0,3405.78,0.9178
69.1,30.0,3402.15,0.9192
69.2,30.0,3403.1,0.9206
69.3,30.0,3397.0,0.922
69.4,30.0,3409.17,0.9234
69.5,30.0,3400.75,0.9248
69.6,30.0,3401.42,0.9262
69.7,30.0,3397.75,0.9275
69.8,30.0,3402.07,0.9289
69.9,30.0,3410.54,0.9303
70.0,30.0,3401.18,0.9317
70.1,30.0,3399.02,0.9331
70.2,30.0,3408.7,0.9345
70.3,30.0,3406.13,0.9359
70.4,30.0,3410.04,0.9373
70.5,30.0,3411.61,0.9386
70.6,30.0,3407.9,0.94
70.7,30.0,3401.49,0.9414
70.8,30.0,3407.39,0.9428
70.9,30.0,3410.55,0.9442
71.0,30.0,3405.17,0.9456
71.1,30.0,3400.93,0.947
71.2,30.0,3413.67,0.9484
71.3,30.0,3406.11,0.9497
71.4,30.0,3406.18,0.9511
71.5,30.0,3408.34,0.9525
71.6,30.0,3413.44,0.9539
71.7,30.0,3409.64,0.9553
71.8,30.0,3406.69,0.9567
71.9,30.0,3411.8,0.9581
72.0,30.0,3419.16,0.9595
72.1,30.0,3415.4,0.9608
72.2,30.0,3411.86,0.9622
72.3,30.0,3402.92,0.9636
72.4,30.0,3427.32,0.965
72.5,30.0,3402.6,0.9664
72.6,30.0,3406.77,0.9678
72.7,30.0,3405.16,0.9692
72.8,30.0,3416.83,0.9706
72.9,30.0,3410.83,0.9719
73.0,30.0,3401.63,0.9733
73.1,30.0,3410.14,0.9747
73.2,30.0,3411.57,0.9761
73.3,30.0,3407.27,0.9775
73.4,30.0,3402.8,0.9789
73.5,30.0,3405.31,0.9803
73.6,30.0,3406.78,0.9817
73.7,30.0,3409.11,0.983
73.8,30.0,3406.43,0.9844
73.9,30.0,3412.74,0.9858
74.0,30.0,3404.35,0.9872
74.1,30.0,3400.48,0.9886
74.2,30.0,3405.47,0.99
74.3,30.0,3415.94,0.9914
74.4,30.0,3406.37,0.9928
74.5,30.0,3420.97,0.9941
74.6,30.0,3411.75,0.9955
74.7,30.0,3403.51,0.9969
74.8,30.0,3405.19,0.9983
74.9,30.0,3410.61,0.9997
75.0,30.0,3403.54,1.0011
75.1,30.0,3421.33,1.0025
75.2,30.0,3404.54,1.0039
75.3,30.0,3412.93,1.0052
75.4,30.0,3416.86,1.0066
75.5,30.0,3409.04,1.008
75.6,30.0,3404.64,1.0094
75.7,30.0,3408.29,1.0108
75.8,30.0,3411.5,1.0122
75.9,30.0,3414.1,1.0136
76.0,30.0,3410.04,1.015
76.1,30.0,3402.78,1.0163
76.2,30.0,3410.03,1.0177
76.3,30.0,3406.48,1.0191
76.4,30.0,3398.97,1.0205
76.5,30.0,3406.43,1.0219
76.6,30.0,3402.78,1.0233
76.7,30.0,3412.91,1.0247
76.8,30.0,3419.73,1.0261
76.9,30.0,3419.34,1.0274
77.0,30.0,3407.21,1.0288
77.1,30.0,3407.77,1.0302
77.2,30.0,3413.58,1.0316
77.3,30.0,3415.48,1.033
77.4,30.0,3408.11,1.0344
77.5,30.0,3409.52,1.0358
77.6,30.0,3421.3,1.0372
77.7,30.0,3409.76,1.0385
77.8,30.0,3407.9,1.0399
