time_s,current_a,voltage_mv,true_soc_pct
9.5,30.0,3673.5,20.0923
9.6,30.0,3678.89,20.0937
9.7,30.0,3673.77,20.095
9.8,30.0,3684.84,20.0964
9.9,30.0,3674.42,20.0978
10.0,30.0,3685.31,20.0992
10.1,30.0,3679.04,20.1006
10.2,30.0,3677.0,20.102
10.3,30.0,3675.04,20.1034
10.4,30.0,3681.03,20.1048
10.5,30.0,3689.99,20.1061
10.6,30.0,3688.03,20.1075
10.7,30.0,3688.46,20.1089
10.8,30.0,3674.2,20.1103
10.9,30.0,3690.68,20.1117
11.0,30.0,3690.95,20.1131
11.1,30.0,3686.45,20.1145
11.2,30.0,3687.09,20.1159
11.3,30.0,3691.24,20.1172
11.4,30.0,3700.88,20.1186
11.5,30.0,3687.98,20.12
11.6,30.0,3692.11,20.1214
11.7,30.0,3702.04,20.1228
11.8,30.0,3693.98,20.1242
11.9,30.0,3695.36,20.1256
12.0,30.0,3698.63,20.127
12.1,30.0,3692.89,20.1283
12.2,30.0,3701.14,20.1297
12.3,30.0,3694.93,20.1311
12.4,30.0,3706.33,20.1325
12.5,30.0,3702.84,20.1339
12.6,30.0,3715.16,20.1353
12.7,30.0,3706.05,20.1367
12.8,30.0,3712.38,20.1381
12.9,30.0,3699.92,20.1394
13.0,30.0,3706.71,20.1408
13.1,30.0,3709.82,20.1422
13.2,30.0,3717.8,20.1436
13.3,30.0,3701.53,20.145
13.4,30.0,3715.75,20.1464
13.5,30.0,3714.6,20.1478
13.6,30.0,3720.15,20.1492
13.7,30.0,3716.88,20.1505
13.8,30.0,3714.41,20.1519
13.9,30.0,3712.36,20.1533
14.0,30.0,3709.54,20.1547
14.1,30.0,3717.57,20.1561
14.2,30.0,3716.44,20.1575
14.3,30.0,3728.29,20.1589
14.4,30.0,3715.93,20.1603
14.5,30.0,3721.36,20.1616
14.6,30.0,3712.69,20.163
14.7,30.0,3719.33,20.1644
14.8,30.0,3723.38,20.1658
14.9,30.0,3726.95,20.1672
15.0,30.0,3730.82,20.1686
15.1,30.0,3724.1,20.17
15.2,30.0,3719.48,20.1714
15.3,30.0,3728.09,20.1727
15.4,30.0,3729.11,20.1741
15.5,30.0,3729.7,20.1755
15.6,30.0,3724.46,20.1769
15.7,30.0,3734.34,20.1783
15.8,30.0,3729.81,20.1797
15.9,30.0,3733.57,20.1811
16.0,30.0,3737.13,20.1825
16.1,30.0,3734.5,20.1838
16.2,30.0,3733.56,20.1852
16.3,30.0,3743.57,20.1866
16.4,30.0,3734.7,20.188
16.5,30.0,3732.66,20.1894
16.6,30.0,3735.36,20.1908
16.7,30.0,3742.87,20.1922
16.8,30.0,3736.7,20.1936
16.9,30.0,3739.34,20.1949
17.0,30.0,3743.36,20.1963
17.1,30.0,3735.45,20.1977
17.2,30.0,3730.01,20.1991
17.3,30.0,3740.76,20.2005
17.4,30.0,3741.03,20.2019
17.5,30.0,3737.46,20.2033
17.6,30.0,3745.46,20.2047
17.7,30.0,3744.74,20.206
17.8,30.0,3737.33,20.2074
17.9,30.0,3745.49,20.2088
18.0,30.0,3742.51,20.2102
18.1,30.0,3736.65,20.2116
18.2,30.0,3746.91,20.213
18.3,30.0,3745.0,20.2144
18.4,30.0,3742.06,20.2158
18.5,30.0,3748.97,20.2171
18.6,30.0,3749.36,20.2185
18.7,30.0,3744.58,20.2199
18.8,30.0,3750.02,20.2213
18.9,30.0,3753.64,20.2227
19.0,30.0,3745.55,20.2241
19.1,30.0,3751.55,20.2255
19.2,30.0,3750.2,20.2269
19.3,30.0,3762.04,20.2282
19.4,30.0,3741.92,20.2296
19.5,30.0,3755.23,20.231
19.6,30.0,3750.74,20.2324
19.7,30.0,3752.28,20.2338
19.8,30.0,3762.8,20.2352
19.9,30.0,3753.75,20.2366
20.0,30.0,3765.5,20.238
20.1,30.0,3752.58,20.2393
20.2,30.0,3757.04,20.2407
20.3,30.0,3753.32,20.2421
20.4,30.0,3752.8,20.2435
20.5,30.0,3757.05,20.2449
20.6,30.0,3755.8,20.2463
20.7,30.0,3758.7,20.2477
20.8,30.0,3747.63,20.2491
20.9,30.0,3768.63,20.2504
21.0,30.0,3758.24,20.2518
21.1,30.0,3768.25,20.2532
21.2,30.0,3754.96,20.2546
21.3,30.0,3761.9,20.256
21.4,30.0,3776.71,20.2574
21.5,30.0,3756.98,20.2588
21.6,30.0,3754.29,20.2602
21.7,30.0,3759.47,20.2615
21.8,30.0,3765.0,20.2629
21.9,30.0,3766.53,20.2643
22.0,30.0,3769.94,20.2657
22.1,30.0,3762.63,20.2671
22.2,30.0,3756.32,20.2685
22.3,30.0,3762.57,20.2699
22.4,30.0,3771.36,20.2713
22.5,30.0,3767.9,20.2726
22.6,30.0,3756.19,20.274
22.7,30.0,3766.2,20.2754
22.8,30.0,3773.76,20.2768
22.9,30.0,3777.8,20.2782
23.0,30.0,3770.37,20.2796
23.1,30.0,3769.5,20.281
23.2,30.0,3762.14,20.2824
23.3,30.0,3764.5,20.2837
23.4,30.0,3769.33,20.2851
23.5,30.0,3771.99,20.2865
23.6,30.0,3772.75,20.2879
23.7,30.0,3767.83,20.2893
23.8,30.0,3764.83,20.2907
23.9,30.0,3767.07,20.2921
24.0,30.0,3765.53,20.2935
24.1,30.0,3774.89,20.2948
24.2,30.0,3760.47,20.2962
24.3,30.0,3770.72,20.2976
24.4,30.0,3774.99,20.299
24.5,30.0,3780.69,20.3004
24.6,30.0,3773.79,20.3018
24.7,30.0,3778.78,20.3032
24.8,30.0,3772.12,20.3046
24.9,30.0,3770.73,20.3059
25.0,30.0,3771.41,20.3073
25.1,30.0,3782.75,20.3087
25.2,30.0,3780.41,20.3101
25.3,30.0,3778.21,20.3115
25.4,30.0,3792.75,20.3129
25.5,30.0,3776.25,20.3143
25.6,30.0,3779.84,20.3157
25.7,30.0,3778.59,20.317
25.8,30.0,3776.25,20.3184
25.9,30.0,3789.26,20.3198
26.0,30.0,3785.52,20.3212
26.1,30.0,3771.29,20.3226
26.2,30.0,3776.59,20.324
26.3,30.0,3781.04,20.3254
26.4,30.0,3783.11,20.3268
26.5,30.0,3772.75,20.3281
26.6,30.0,3768.51,20.3295
26.7,30.0,3770.54,20.3309
26.8,30.0,3780.01,20.3323
26.9,30.0,3780.14,20.3337
27.0,30.0,3782.66,20.3351
27.1,30.0,3777.37,20.3365
27.2,30.0,3775.38,20.3379
27.3,30.0,3771.67,20.3392
27.4,30.0,3783.7,20.3406
27.5,30.0,3784.18,20.342
27.6,30.0,3787.57,20.3434
27.7,30.0,3786.83,20.3448
27.8,30.0,3782.19,20.3462
27.9,30.0,3790.15,20.3476
28.0,30.0,3782.99,20.349
28.1,30.0,3780.63,20.3503
28.2,30.0,3781.59,20.3517
28.3,30.0,3781.52,20.3531
28.4,30.0,3773.87,20.3545
28.5,30.0,3785.74,20.3559
28.6,30.0,3786.46,20.3573
28.7,30.0,3783.64,20.3587
28.8,30.0,3782.13,20.3601
28.9,30.0,3787.81,20.3614
29.0,30.0,3794.78,20.3628
29.1,30.0,3786.62,20.3642
29.2,30.0,3784.14,20.3656
29.3,30.0,3783.95,20.367
29.4,30.0,3786.8,20.3684
29.5,30.0,3781.06,20.3698
29.6,30.0,3786.99,20.3712
29.7,30.0,3788.15,20.3725
29.8,30.0,3797.3,20.3739
29.9,30.0,3793.02,20.3753
30.0,30.0,3793.69,20.3767
30.1,30.0,3785.18,20.3781
30.2,30.0,3792.32,20.3795
30.3,30.0,3783.49,20.3809
30.4,30.0,3790.97,20.3823
30.5,30.0,3791.72,20.3836
30.6,30.0,3786.01,20.385
30.7,30.0,3800.05,20.3864
30.8,30.0,3793.1,20.3878
30.9,30.0,3780.96,20.3892
31.0,30.0,3793.45,20.3906
31.1,30.0,3788.85,20.392
31.2,30.0,3791.1,20.3934
31.3,30.0,3793.63,20.3947
31.4,30.0,3793.45,20.3961
31.5,30.0,3781.5,20.3975
31.6,30.0,3786.11,20.3989
31.7,30.0,3795.96,20.4003
31.8,30.0,3798.8,20.4017
31.9,30.0,3802.0,20.4031
32.0,30.0,3801.69,20.4045
32.1,30.0,3782.59,20.4058
32.2,30.0,3796.91,20.4072
32.3,30.0,3783.66,20.4086
32.4,30.0,3801.5,20.41
32.5,30.0,3794.89,20.4114
32.6,30.0,3788.1,20.4128
32.7,30.0,3804.03,20.4142
32.8,30.0,3797.39,20.4156
32.9,30.0,3784.89,20.4169
33.0,30.0,3795.99,20.4183
33.1,30.0,3791.05,20.4197
33.2,30.0,3795.43,20.4211
33.3,30.0,3792.73,20.4225
33.4,30.0,3802.09,20.4239
33.5,30.0,3788.28,20.4253
33.6,30.0,3797.15,20.4267
33.7,30.0,3804.81,20.428
33.8,30.0,3791.77,20.4294
33.9,30.0,3797.12,20.4308
34.0,30.0,3797.24,20.4322
34.1,30.0,3792.95,20.4336
34.2,30.0,3799.8,20.435
34.3,30.0,3797.21,20.4364
34.4,30.0,3792.16,20.4378
34.5,30.0,3805.85,20.4391
34.6,30.0,3801.16,20.4405
34.7,30.0,3796.52,20.4419
34.8,30.0,3794.33,20.4433
34.9,30.0,3793.74,20.4447
35.0,30.0,3803.97,20.4461
35.1,30.0,3797.24,20.4475
35.2,30.0,3800.42,20.4489
35.3,30.0,3797.35,20.4502
35.4,30.0,3801.5,20.4516
35.5,30.0,3797.99,20.453
35.6,30.0,3802.53,20.4544
35.7,30.0,3797.94,20.4558
35.8,30.0,3803.15,20.4572
35.9,30.0,3802.51,20.4586
36.0,30.0,3798.71,20.46
36.1,30.0,3795.13,20.4613
36.2,30.0,3794.87,20.4627
36.3,30.0,3796.01,20.4641
36.4,30.0,3794.92,20.4655
36.5,30.0,3804.31,20.4669
36.6,30.0,3799.89,20.4683
36.7,30.0,3808.1,20.4697
36.8,30.0,3811.78,20.4711
36.9,30.0,3800.64,20.4724
37.0,30.0,3792.91,20.4738
37.1,30.0,3798.88,20.4752
37.2,30.0,3800.54,20.4766
37.3,30.0,3793.6,20.478
37.4,30.0,3799.92,20.4794
37.5,30.0,3802.73,20.4808
37.6,30.0,3799.13,20.4822
37.7,30.0,3797.71,20.4835
37.8,30.0,3797.88,20.4849
37.9,30.0,3810.73,20.4863
38.0,30.0,3801.12,20.4877
38.1,30.0,3797.89,20.4891
38.2,30.0,3800.29,20.4905
38.3,30.0,3807.05,20.4919
38.4,30.0,3798.97,20.4933
38.5,30.0,3804.92,20.4946
38.6,30.0,3806.27,20.496
38.7,30.0,3806.49,20.4974
38.8,30.0,3809.86,20.4988
38.9,30.0,3800.23,20.5002
39.0,30.0,3808.76,20.5016
39.1,30.0,3799.24,20.503
39.2,30.0,3801.33,20.5044
39.3,30.0,3809.41,20.5057
39.4,30.0,3807.65,20.5071
39.5,30.0,3803.66,20.5085
39.6,30.0,3797.8,20.5099
39.7,30.0,3806.67,20.5113
39.8,30.0,3800.82,20.5127
39.9,30.0,3799.46,20.5141
40.0,30.0,3800.94,20.5155
40.1,30.0,3805.52,20.5168
40.2,30.0,3793.79,20.5182
40.3,30.0,3806.3,20.5196
40.4,30.0,3805.47,20.521
40.5,30.0,3801.78,20.5224
40.6,30.0,3809.99,20.5238
40.7,30.0,3807.96,20.5252
40.8,30.0,3801.97,20.5266
40.9,30.0,3801.75,20.5279
41.0,30.0,3808.68,20.5293
41.1,30.0,3797.72,20.5307
41.2,30.0,3803.73,20.5321
41.3,30.0,3802.34,20.5335
41.4,30.0,3805.94,20.5349
41.5,30.0,3806.74,20.5363
41.6,30.0,3805.96,20.5377
41.7,30.0,3811.54,20.539
41.8,30.0,3807.1,20.5404
41.9,30.0,3804.48,20.5418
42.0,30.0,3800.09,20.5432
42.1,30.0,3809.85,20.5446
42.2,30.0,3808.97,20.546
42.3,30.0,3813.67,20.5474
42.4,30.0,3802.77,20.5488
42.5,30.0,3806.73,20.5501
42.6,30.0,3806.39,20.5515
42.7,30.0,3806.33,20.5529
42.8,30.0,3806.91,20.5543
42.9,30.0,3798.37,20.5557
43.0,30.0,3811.15,20.5571
43.1,30.0,3810.38,20.5585
43.2,30.0,3812.85,20.5599
43.3,30.0,3818.53,20.5612
43.4,30.0,3805.77,20.5626
43.5,30.0,3807.26,20.564
43.6,30.0,3807.58,20.5654
43.7,30.0,3817.32,20.5668
43.8,30.0,3799.03,20.5682
43.9,30.0,3810.2,20.5696
44.0,30.0,3800.49,20.571
44.1,30.0,3795.02,20.5723
44.2,30.0,3797.9,20.5737
44.3,30.0,3801.18,20.5751
44.4,30.0,3813.51,20.5765
44.5,30.0,3803.9,20.5779
44.6,30.0,3807.18,20.5793
44.7,30.0,3802.57,20.5807
44.8,30.0,3811.52,20.5821
44.9,30.0,3803.03,20.5834
45.0,30.0,3815.2,20.5848
45.1,30.0,3803.72,20.5862
45.2,30.0,3804.94,20.5876
45.3,30.0,3809.45,20.589
45.4,30.0,3809.03,20.5904
45.5,30.0,3816.1,20.5918
45.6,30.0,3809.65,20.5932
45.7,30.0,3803.08,20.5945
45.8,30.0,3806.39,20.5959
45.9,30.0,3806.4,20.5973
46.0,30.0,3812.96,20.5987
46.1,30.0,3811.32,20.6001
46.2,30.0,3808.87,20.6015
46.3,30.0,3813.89,20.6029
46.4,30.0,3806.96,20.6043
46.5,30.0,3808.99,20.6056
46.6,30.0,3810.64,20.607
46.7,30.0,3817.45,20.6084
46.8,30.0,3809.38,20.6098
46.9,30.0,3808.18,20.6112
47.0,30.0,3804.77,20.6126
47.1,30.0,3813.5,20.614
47.2,30.0,3807.19,20.6154
47.3,30.0,3811.92,20.6167
47.4,30.0,3800.75,20.6181
47.5,30.0,3815.54,20.6195
47.6,30.0,3803.73,20.6209
47.7,30.0,3806.56,20.6223
47.8,30.0,3815.8,20.6237
47.9,30.0,3803.9,20.6251
48.0,30.0,3810.23,20.6265
48.1,30.0,3811.06,20.6278
48.2,30.0,3805.76,20.6292
48.3,30.0,3817.53,20.6306
48.4,30.0,3818.37,20.632
48.5,30.0,3801.07,20.6334
48.6,30.0,3803.75,20.6348
48.7,30.0,3815.09,20.6362
48.8,30.0,3804.59,20.6376
48.9,30.0,3809.22,20.6389
49.0,30.0,3811.87,20.6403
49.1,30.0,3814.74,20.6417
49.2,30.0,3810.22,20.6431
49.3,30.0,3811.87,20.6445
49.4,30.0,3807.56,20.6459
49.5,30.0,3817.96,20.6473
49.6,30.0,3809.08,20.6487
49.7,30.0,3813.31,20.65
49.8,30.0,3809.11,20.6514
49.9,30.0,3812.25,20.6528
50.0,30.0,3810.93,20.6542
50.1,30.0,3811.02,20.6556
50.2,30.0,3806.81,20.657
50.3,30.0,3815.92,20.6584
50.4,30.0,3819.06,20.6598
50.5,30.0,3813.25,20.6611
50.6,30.0,3815.75,20.6625
50.7,30.0,3816.33,20.6639
50.8,30.0,3816.83,20.6653
50.9,30.0,3813.76,20.6667
51.0,30.0,3813.36,20.6681
51.1,30.0,3816.66,20.6695
51.2,30.0,3812.74,20.6709
51.3,30.0,3807.57,20.6722
51.4,30.0,3812.61,20.6736
51.5,30.0,3803.1,20.675
51.6,30.0,3812.56,20.6764
51.7,30.0,3814.71,20.6778
51.8,30.0,3818.87,20.6792
51.9,30.0,3813.49,20.6806
52.0,30.0,3817.42,20.682
52.1,30.0,3812.83,20.6833
52.2,30.0,3807.76,20.6847
52.3,30.0,3805.87,20.6861
52.4,30.0,3808.12,20.6875
52.5,30.0,3806.19,20.6889
52.6,30.0,3816.23,20.6903
52.7,30.0,3812.07,20.6917
52.8,30.0,3816.01,20.6931
52.9,30.0,3813.57,20.6944
53.0,30.0,3818.47,20.6958
53.1,30.0,3818.59,20.6972
53.2,30.0,3810.11,20.6986
53.3,30.0,3812.01,20.7
53.4,30.0,3810.76,20.7014
53.5,30.0,3805.36,20.7028
53.6,30.0,3816.89,20.7042
53.7,30.0,3819.5,20.7055
53.8,30.0,3813.56,20.7069
53.9,30.0,3811.17,20.7083
54.0,30.0,3819.14,20.7097
54.1,30.0,3802.0,20.7111
54.2,30.0,3814.65,20.7125
54.3,30.0,3814.52,20.7139
54.4,30.0,3810.99,20.7153
54.5,30.0,3820.85,20.7166
54.6,30.0,3818.78,20.718
54.7,30.0,3812.67,20.7194
54.8,30.0,3813.58,20.7208
54.9,30.0,3812.11,20.7222
55.0,30.0,3811.53,20.7236
55.1,30.0,3807.59,20.725
55.2,30.0,3821.07,20.7264
55.3,30.0,3819.35,20.7277
55.4,30.0,3818.24,20.7291
55.5,30.0,3808.82,20.7305
55.6,30.0,3824.73,20.7319
55.7,30.0,3824.27,20.7333
55.8,30.0,3815.35,20.7347
55.9,30.0,3809.92,20.7361
56.0,30.0,3810.15,20.7375
56.1,30.0,3816.61,20.7388
56.2,30.0,3809.99,20.7402
56.3,30.0,3814.42,20.7416
56.4,30.0,3820.08,20.743
56.5,30.0,3807.14,20.7444
56.6,30.0,3824.74,20.7458
56.7,30.0,3822.58,20.7472
56.8,30.0,3808.59,20.7486
56.9,30.0,3807.75,20.7499
57.0,30.0,3813.44,20.7513
57.1,30.0,3809.73,20.7527
57.2,30.0,3813.61,20.7541
57.3,30.0,3802.05,20.7555
57.4,30.0,3813.85,20.7569
57.5,30.0,3824.05,20.7583
57.6,30.0,3809.48,20.7597
57.7,30.0,3813.74,20.761
57.8,30.0,3807.69,20.7624
57.9,30.0,3818.36,20.7638
58.0,30.0,3814.08,20.7652
58.1,30.0,3824.94,20.7666
58.2,30.0,3816.31,20.768
58.3,30.0,3813.45,20.7694
58.4,30.0,3818.09,20.7708
58.5,30.0,3812.84,20.7721
58.6,30.0,3808.71,20.7735
58.7,30.0,3816.95,20.7749
58.8,30.0,3814.6,20.7763
58.9,30.0,3816.34,20.7777
59.0,30.0,3817.42,20.7791
59.1,30.0,3813.02,20.7805
59.2,30.0,3817.71,20.7819
59.3,30.0,3824.32,20.7832
59.4,30.0,3810.13,20.7846
59.5,30.0,3824.39,20.786
59.6,30.0,3814.52,20.7874
59.7,30.0,3811.93,20.7888
59.8,30.0,3827.93,20.7902
59.9,30.0,3816.6,20.7916
60.0,30.0,3822.71,20.793
60.1,30.0,3819.98,20.7943
60.2,30.0,3807.52,20.7957
60.3,30.0,3816.55,20.7971
60.4,30.0,3813.35,20.7985
60.5,30.0,3809.3,20.7999
60.6,30.0,3807.18,20.8013
60.7,30.0,3816.58,20.8027
60.8,30.0,3819.05,20.8041
60.9,30.0,3818.09,20.8054
61.0,30.0,3814.63,20.8068
61.1,30.0,3812.2,20.8082
61.2,30.0,3811.29,20.8096
61.3,30.0,3813.47,20.811
61.4,30.0,3811.11,20.8124
61.5,30.0,3815.29,20.8138
61.6,30.0,3816.22,20.8152
61.7,30.0,3811.89,20.8165
61.8,30.0,3815.24,20.8179
61.9,30.0,3812.62,20.8193
62.0,30.0,3816.43,20.8207
62.1,30.0,3819.02,20.8221
62.2,30.0,3817.4,20.8235
62.3,30.0,3818.9,20.8249
62.4,30.0,3808.31,20.8263
62.5,30.0,3814.7,20.8276
62.6,30.0,3818.01,20.829
62.7,30.0,3819.86,20.8304
62.8,30.0,3808.69,20.8318
62.9,30.0,3817.5,20.8332
63.0,30.0,3822.76,20.8346
63.1,30.0,3815.87,20.836
63.2,30.0,3816.31,20.8374
63.3,30.0,3819.07,20.8387
63.4,30.0,3818.08,20.8401
63.5,30.0,3820.24,20.8415
63.6,30.0,3817.26,20.8429
63.7,30.0,3817.68,20.8443
63.8,30.0,3813.03,20.8457
63.9,30.0,3816.12,20.8471
64.0,30.0,3823.27,20.8485
64.1,30.0,3816.01,20.8498
64.2,30.0,3816.21,20.8512
64.3,30.0,3814.62,20.8526
64.4,30.0,3821.04,20.854
64.5,30.0,3812.86,20.8554
64.6,30.0,3821.71,20.8568
64.7,30.0,3812.5,20.8582
64.8,30.0,3811.92,20.8596
64.9,30.0,3818.26,20.8609
65.0,30.0,3817.91,20.8623
65.1,30.0,3818.77,20.8637
65.2,30.0,3822.62,20.8651
65.3,30.0,3815.27,20.8665
65.4,30.0,3819.57,20.8679
65.5,30.0,3812.83,20.8693
65.6,30.0,3823.7,20.8707
65.7,30.0,3820.59,20.872
65.8,30.0,3820.14,20.8734
65.9,30.0,3818.42,20.8748
66.0,30.0,3813.58,20.8762
66.1,30.0,3815.89,20.8776
66.2,30.0,3820.06,20.879
66.3,30.0,3817.48,20.8804
66.4,30.0,3818.22,20.8818
66.5,30.0,3810.83,20.8831
66.6,30.0,3818.56,20.8845
66.7,30.0,3814.21,20.8859
66.8,30.0,3812.28,20.8873
66.9,30.0,3816.95,20.8887
67.0,30.0,3808.46,20.8901
67.1,30.0,3821.26,20.8915
67.2,30.0,3822.05,20.8929
67.3,30.0,3817.55,20.8942
67.4,30.0,3812.87,20.8956
67.5,30.0,3813.13,20.897
67.6,30.0,3817.13,20.8984
67.7,30.0,3805.79,20.8998
67.8,30.0,3818.83,20.9012
67.9,30.0,3821.28,20.9026
68.0,30.0,3816.42,20.904
68.1,30.0,3815.53,20.9053
68.2,30.0,3818.93,20.9067
68.3,30.0,3819.8,20.9081
68.4,30.0,3823.54,20.9095
68.5,30.0,3818.18,20.9109
68.6,30.0,3814.66,20.9123
68.7,30.0,3815.83,20.9137
68.8,30.0,3819.07,20.9151
68.9,30.0,3825.96,20.9164
69.0,30.0,3816.6,20.9178
69.1,30.0,3812.96,20.9192
69.2,30.0,3813.89,20.9206
69.3,30.0,3807.78,20.922
69.4,30.0,3819.94,20.9234
69.5,30.0,3811.5,20.9248
69.6,30.0,3812.16,20.9262
69.7,30.0,3808.47,20.9275
69.8,30.0,3812.78,20.9289
69.9,30.0,3821.24,20.9303
70.0,30.0,3811.86,20.9317
70.1,30.0,3809.69,20.9331
70.2,30.0,3819.35,20.9345
70.3,30.0,3816.77,20.9359
70.4,30.0,3820.66,20.9373
70.5,30.0,3822.23,20.9386
70.6,30.0,3818.5,20.94
70.7,30.0,3812.08,20.9414
70.8,30.0,3817.97,20.9428
70.9,30.0,3821.11,20.9442
71.0,30.0,3815.71,20.9456
71.1,30.0,3811.46,20.947
71.2,30.0,3824.18,20.9484
71.3,30.0,3816.61,20.9497
71.4,30.0,3816.66,20.9511
71.5,30.0,3818.81,20.9525
71.6,30.0,3823.9,20.9539
71.7,30.0,3820.09,20.9553
71.8,30.0,3817.13,20.9567
71.9,30.0,3822.22,20.9581
72.0,30.0,3829.57,20.9595
72.1,30.0,3825.79,20.9608
72.2,30.0,3822.24,20.9622
72.3,30.0,3813.28,20.9636
72.4,30.0,3837.67,20.965
72.5,30.0,3812.94,20.9664
72.6,30.0,3817.09,20.9678
72.7,30.0,3815.47,20.9692
72.8,30.0,3827.13,20.9706
72.9,30.0,3821.11,20.9719
73.0,30.0,3811.9,20.9733
73.1,30.0,3820.39,20.9747
73.2,30.0,3821.81,20.9761
73.3,30.0,3817.5,20.9775
73.4,30.0,3813.01,20.9789
73.5,30.0,3815.5,20.9803
73.6,30.0,3816.97,20.9817
73.7,30.0,3819.28,20.983
73.8,30.0,3816.59,20.9844
73.9,30.0,3822.88,20.9858
74.0,30.0,3814.48,20.9872
74.1,30.0,3810.59,20.9886
74.2,30.0,3815.57,20.99
74.3,30.0,3826.03,20.9914
74.4,30.0,3816.44,20.9928
74.5,30.0,3831.03,20.9941
74.6,30.0,3821.8,20.9955
74.7,30.0,3813.54,20.9969
74.8,30.0,3815.21,20.9983
74.9,30.0,3820.62,20.9997
75.0,30.0,3813.53,21.0011
75.1,30.0,3831.31,21.0025
75.2,30.0,3814.5,21.0039
75.3,30.0,3822.88,21.0052
75.4,30.0,3826.79,21.0066
75.5,30.0,3818.96,21.008
75.6,30.0,3814.55,21.0094
75.7,30.0,3818.18,21.0108
75.8,30.0,3821.38,21.0122
75.9,30.0,3823.96,21.0136
76.0,30.0,3819.89,21.015
76.1,30.0,3812.62,21.0163
76.2,30.0,3819.85,21.0177
76.3,30.0,3816.29,21.0191
76.4,30.0,3808.76,21.0205
76.5,30.0,3816.21,21.0219
76.6,30.0,3812.55,21.0233
76.7,30.0,3822.67,21.0247
76.8,30.0,3829.47,21.0261
76.9,30.0,3829.06,21.0274
77.0,30.0,3816.92,21.0288
77.1,30.0,3817.47,21.0302
77.2,30.0,3823.27,21.0316
77.3,30.0,3825.15,21.033
77.4,30.0,3817.76,21.0344
77.5,30.0,3819.16,21.0358
77.6,30.0,3830.93,21.0372
77.7,30.0,3819.37,21.0385
77.8,30.0,3817.5,21.0399
