time_s,current_a,voltage_mv,true_soc_pct
9.8,-19.75,3882.29,89.8957
9.9,-17.75,3892.58,89.8949
10.0,-17.27,3894.89,89.8941
10.1,-19.27,3874.53,89.8932
10.2,-21.27,3874.53,89.8922
10.3,-23.27,3862.83,89.8911
10.4,-25.27,3839.24,89.89
10.5,-23.27,3863.29,89.8889
10.6,-21.27,3865.76,89.8879
10.7,-21.66,3858.74,89.8869
10.8,-23.66,3851.74,89.8858
10.9,-21.66,3863.53,89.8848
11.0,-21.87,3864.48,89.8838
11.1,-23.87,3846.09,89.8827
11.2,-22.46,3849.69,89.8816
11.3,-24.46,3841.97,89.8805
11.4,-26.46,3841.96,89.8793
11.5,-24.46,3853.98,89.8782
11.6,-26.46,3841.32,89.8769
11.7,-24.46,3835.52,89.8758
11.8,-22.46,3855.45,89.8748
11.9,-23.71,3847.39,89.8737
12.0,-22.16,3856.57,89.8726
12.1,-24.16,3836.08,89.8715
12.2,-26.16,3838.32,89.8703
12.3,-24.16,3842.06,89.8692
12.4,-25.26,3843.06,89.868
12.5,-27.26,3817.94,89.8668
12.6,-25.26,3823.99,89.8656
12.7,-27.26,3822.16,89.8643
12.8,-26.02,3823.1,89.8631
12.9,-24.02,3833.33,89.862
13.0,-24.46,3833.86,89.8609
13.1,-22.46,3850.61,89.8598
13.2,-20.82,3843.03,89.8589
13.3,-20.19,3847.03,89.8579
13.4,-18.19,3859.7,89.8571
13.5,-16.19,3864.98,89.8563
13.6,-14.19,3891.89,89.8557
13.7,-12.19,3887.75,89.8551
13.8,-10.19,3896.37,89.8547
13.9,-8.19,3905.37,89.8543
14.0,-6.19,3925.1,89.854
14.1,-4.19,3938.76,89.8538
14.2,-2.19,3947.89,89.8537
14.3,-0.19,3961.39,89.8537
14.4,1.81,3967.49,89.8538
14.5,3.81,3977.66,89.8539
14.6,5.81,3988.9,89.8542
14.7,7.81,4006.34,89.8546
14.8,9.81,4015.01,89.855
14.9,11.81,4026.11,89.8556
15.0,13.81,4032.96,89.8562
15.1,13.82,4036.71,89.8568
15.2,15.82,4060.32,89.8576
15.3,17.82,4072.32,89.8584
15.4,16.3,4048.32,89.8592
15.5,14.3,4047.19,89.8598
15.6,16.3,4060.67,89.8606
15.7,18.3,4077.49,89.8614
15.8,20.3,4076.41,89.8624
15.9,22.3,4098.12,89.8634
16.0,24.3,4102.87,89.8645
16.1,26.3,4122.35,89.8657
16.2,28.3,4135.74,89.867
16.3,30.3,4146.95,89.8684
16.4,28.3,4140.82,89.8698
16.5,26.3,4143.83,89.871
16.6,28.3,4144.79,89.8723
16.7,30.3,4158.64,89.8737
16.8,28.3,4145.17,89.875
16.9,26.3,4143.46,89.8762
17.0,24.3,4135.03,89.8773
17.1,26.3,4154.61,89.8785
17.2,24.3,4147.35,89.8797
17.3,22.3,4127.34,89.8807
17.4,24.3,4139.49,89.8818
17.5,22.3,4137.52,89.8829
17.6,20.3,4124.69,89.8838
17.7,18.3,4121.81,89.8846
17.8,20.3,4131.29,89.8856
17.9,19.41,4120.59,89.8865
18.0,21.41,4138.31,89.8875
18.1,23.41,4156.22,89.8885
18.2,25.41,4160.74,89.8897
18.3,27.41,4174.52,89.891
18.4,29.41,4182.76,89.8924
18.5,30.12,4193.24,89.8937
18.6,28.12,4182.7,89.895
18.7,26.12,4176.85,89.8963
18.8,28.12,4190.29,89.8976
18.9,26.12,4182.61,89.8988
19.0,24.12,4174.97,89.8999
19.1,22.12,4167.05,89.9009
19.2,22.61,4166.45,89.9019
19.3,24.61,4178.86,89.9031
19.4,26.61,4191.62,89.9043
19.5,26.44,4197.41,89.9055
19.6,24.44,4185.51,89.9067
19.7,22.44,4172.99,89.9077
19.8,20.44,4166.26,89.9087
19.9,18.44,4154.88,89.9095
20.0,16.44,4147.83,89.9103
20.1,14.44,4139.37,89.9109
20.2,12.44,4139.57,89.9115
20.3,10.44,4130.85,89.912
20.4,8.44,4113.36,89.9124
20.5,6.44,4106.84,89.9127
20.6,4.44,4097.64,89.9129
20.7,2.44,4091.07,89.913
20.8,0.44,4071.27,89.913
20.9,-1.56,4058.02,89.9129
21.0,-3.56,4061.12,89.9128
21.1,-5.56,4052.67,89.9125
21.2,-7.56,4033.29,89.9122
21.3,-9.56,4036.28,89.9117
21.4,-11.56,4010.91,89.9112
21.5,-13.56,3999.47,89.9106
21.6,-15.56,3993.01,89.9098
21.7,-17.56,3986.2,89.909
21.8,-19.56,3965.03,89.9081
21.9,-21.07,3965.85,89.9072
22.0,-19.07,3966.16,89.9063
22.1,-19.21,3970.89,89.9054
22.2,-17.54,3968.43,89.9046
22.3,-16.54,3989.09,89.9038
22.4,-18.54,3975.26,89.9029
22.5,-20.54,3960.29,89.902
22.6,-18.54,3971.9,89.9011
22.7,-20.54,3959.37,89.9002
22.8,-22.54,3937.44,89.8991
22.9,-24.54,3938.32,89.898
23.0,-22.54,3941.34,89.897
23.1,-24.54,3932.18,89.8958
23.2,-22.54,3929.22,89.8948
23.3,-23.89,3937.54,89.8937
23.4,-23.76,3940.22,89.8926
23.5,-23.7,3935.08,89.8915
23.6,-21.7,3934.32,89.8905
23.7,-19.7,3943.36,89.8896
23.8,-21.7,3937.02,89.8886
23.9,-23.7,3925.25,89.8875
24.0,-21.7,3937.6,89.8865
24.1,-23.7,3928.37,89.8854
24.2,-21.81,3927.96,89.8843
24.3,-23.81,3920.95,89.8832
24.4,-23.46,3916.9,89.8822
24.5,-24.96,3913.81,89.881
24.6,-23.94,3917.28,89.8799
24.7,-22.99,3920.59,89.8788
24.8,-20.99,3927.52,89.8779
24.9,-22.99,3919.42,89.8768
25.0,-24.99,3899.25,89.8756
25.1,-26.99,3887.29,89.8744
25.2,-28.99,3885.27,89.873
25.3,-26.99,3884.33,89.8718
25.4,-24.99,3903.22,89.8706
25.5,-22.99,3911.2,89.8696
25.6,-24.99,3891.58,89.8684
25.7,-26.99,3884.06,89.8672
25.8,-24.99,3897.7,89.866
25.9,-22.99,3910.2,89.8649
26.0,-20.99,3918.71,89.864
26.1,-18.99,3921.03,89.8631
26.2,-20.99,3908.5,89.8621
26.3,-22.99,3892.33,89.8611
26.4,-21.54,3901.82,89.8601
26.5,-19.54,3911.04,89.8592
26.6,-21.54,3909.11,89.8582
26.7,-19.54,3914.89,89.8573
26.8,-17.71,3917.98,89.8564
26.9,-19.71,3908.99,89.8555
27.0,-19.84,3909.67,89.8546
27.1,-21.84,3894.94,89.8536
27.2,-23.84,3887.45,89.8525
27.3,-21.84,3895.94,89.8515
27.4,-19.84,3910.5,89.8506
27.5,-20.99,3902.57,89.8496
27.6,-18.99,3909.99,89.8487
27.7,-20.99,3900.85,89.8477
27.8,-22.99,3885.59,89.8467
27.9,-24.88,3876.29,89.8455
28.0,-22.88,3884.02,89.8445
28.1,-20.88,3896.69,89.8435
28.2,-18.88,3901.45,89.8426
28.3,-20.88,3901.58,89.8417
28.4,-18.88,3899.85,89.8408
28.5,-17.88,3911.87,89.84
28.6,-19.88,3885.03,89.839
28.7,-19.03,3906.7,89.8382
28.8,-17.22,3911.65,89.8374
28.9,-19.22,3900.64,89.8365
29.0,-21.22,3890.25,89.8355
29.1,-20.85,3889.74,89.8345
29.2,-22.85,3883.58,89.8335
29.3,-24.85,3866.96,89.8323
29.4,-22.85,3873.27,89.8313
29.5,-20.85,3879.59,89.8303
29.6,-22.85,3871.35,89.8292
29.7,-20.85,3890.82,89.8283
29.8,-19.2,3888.55,89.8274
29.9,-18.63,3890.77,89.8265
30.0,-20.31,3883.81,89.8256
30.1,-18.31,3891.24,89.8247
30.2,-20.31,3887.43,89.8238
30.3,-22.31,3874.67,89.8228
30.4,-22.9,3866.24,89.8217
30.5,-23.62,3867.09,89.8206
30.6,-25.04,3853.93,89.8194
30.7,-25.94,3842.11,89.8182
30.8,-27.94,3837.03,89.8169
30.9,-28.21,3852.06,89.8156
31.0,-26.21,3847.35,89.8144
31.1,-26.75,3849.75,89.8132
31.2,-24.75,3853.91,89.812
31.3,-22.75,3860.53,89.811
31.4,-24.75,3845.82,89.8098
31.5,-26.59,3837.9,89.8086
31.6,-28.59,3828.01,89.8073
31.7,-26.59,3829.63,89.8061
31.8,-24.59,3846.83,89.8049
31.9,-26.59,3838.12,89.8037
32.0,-24.59,3853.84,89.8025
32.1,-22.59,3853.28,89.8015
32.2,-23.39,3855.18,89.8004
32.3,-25.39,3840.04,89.7992
32.4,-23.39,3843.57,89.7982
32.5,-23.99,3852.71,89.797
32.6,-21.99,3865.13,89.796
32.7,-23.99,3840.58,89.7949
32.8,-25.44,3841.4,89.7937
32.9,-27.44,3827.03,89.7925
33.0,-25.44,3837.74,89.7913
33.1,-26.61,3834.48,89.7901
33.2,-24.61,3839.34,89.7889
33.3,-22.61,3852.57,89.7879
33.4,-24.61,3831.15,89.7867
33.5,-22.61,3843.7,89.7857
33.6,-20.61,3857.01,89.7847
33.7,-22.61,3854.28,89.7837
33.8,-24.61,3832.36,89.7826
33.9,-26.61,3825.04,89.7813
34.0,-28.61,3819.48,89.78
34.1,-30.61,3801.17,89.7786
34.2,-32.61,3778.59,89.7771
34.3,-34.61,3772.68,89.7755
34.4,-36.61,3767.08,89.7738
34.5,-38.61,3748.59,89.772
34.6,-40.61,3749.76,89.7701
34.7,-42.61,3735.07,89.7681
34.8,-44.61,3717.74,89.7661
34.9,-46.61,3714.42,89.7639
35.0,-48.61,3700.24,89.7617
35.1,-50.61,3686.82,89.7593
35.2,-52.45,3678.39,89.7569
35.3,-50.45,3686.49,89.7545
35.4,-52.45,3670.15,89.7521
35.5,-54.45,3664.97,89.7496
35.6,-56.45,3649.59,89.747
35.7,-58.45,3626.67,89.7443
35.8,-56.45,3637.6,89.7417
35.9,-54.45,3647.33,89.7391
36.0,-53.11,3651.78,89.7367
36.1,-55.11,3644.9,89.7341
36.2,-57.11,3630.59,89.7315
36.3,-55.11,3642.17,89.7289
36.4,-56.59,3631.88,89.7263
36.5,-58.59,3606.66,89.7236
36.6,-60.59,3599.11,89.7208
36.7,-58.59,3601.55,89.7181
36.8,-60.59,3584.29,89.7153
36.9,-62.59,3587.19,89.7124
37.0,-60.59,3593.27,89.7096
37.1,-61.81,3577.22,89.7067
37.2,-63.81,3555.21,89.7038
37.3,-63.83,3558.57,89.7008
37.4,-61.83,3575.11,89.6979
37.5,-59.83,3581.12,89.6952
37.6,-61.83,3565.93,89.6923
37.7,-59.83,3570.28,89.6895
37.8,-57.83,3589.03,89.6869
37.9,-58.03,3581.1,89.6842
38.0,-60.03,3564.19,89.6814
38.1,-62.03,3545.86,89.6785
38.2,-60.03,3552.26,89.6758
38.3,-62.03,3552.01,89.6729
38.4,-60.03,3547.74,89.6701
38.5,-58.03,3567.33,89.6674
38.6,-60.03,3563.49,89.6646
38.7,-58.03,3559.43,89.6619
38.8,-56.03,3563.14,89.6594
38.9,-58.03,3554.52,89.6567
39.0,-56.03,3566.47,89.6541
39.1,-57.95,3551.64,89.6514
39.2,-55.95,3556.22,89.6488
39.3,-53.95,3569.34,89.6463
39.4,-55.95,3563.38,89.6437
39.5,-57.95,3541.73,89.641
39.6,-59.69,3536.71,89.6383
39.7,-61.69,3516.4,89.6354
39.8,-59.69,3535.39,89.6326
39.9,-60.41,3522.27,89.6299
40.0,-58.46,3534.24,89.6271
40.1,-57.92,3538.5,89.6245
40.2,-59.92,3522.36,89.6217
40.3,-61.92,3503.63,89.6188
40.4,-59.92,3513.73,89.616
40.5,-57.92,3518.89,89.6134
40.6,-55.92,3536.14,89.6108
40.7,-53.92,3546.06,89.6083
40.8,-51.92,3553.51,89.6059
40.9,-49.92,3565.34,89.6036
41.0,-47.92,3573.19,89.6013
41.1,-45.92,3582.17,89.5992
41.2,-43.92,3590.69,89.5972
41.3,-41.92,3597.37,89.5952
41.4,-39.92,3609.33,89.5934
41.5,-37.92,3613.73,89.5916
41.6,-35.92,3620.79,89.59
41.7,-33.92,3640.39,89.5884
41.8,-31.92,3647.25,89.5869
41.9,-29.92,3663.35,89.5855
42.0,-27.92,3679.13,89.5843
42.1,-25.92,3672.86,89.5831
42.2,-23.92,3688.08,89.5819
42.3,-21.92,3695.8,89.5809
42.4,-19.92,3715.66,89.58
42.5,-17.92,3723.91,89.5792
42.6,-15.92,3736.21,89.5784
42.7,-13.92,3755.25,89.5778
42.8,-11.92,3761.45,89.5772
42.9,-9.92,3765.91,89.5768
43.0,-11.25,3762.12,89.5763
43.1,-9.69,3774.75,89.5758
43.2,-7.69,3778.1,89.5755
43.3,-9.69,3765.92,89.575
43.4,-8.8,3779.2,89.5746
43.5,-6.8,3784.24,89.5743
43.6,-8.8,3773.55,89.5739
43.7,-10.8,3774.58,89.5734
43.8,-8.8,3789.22,89.573
43.9,-8.22,3790.82,89.5726
44.0,-10.22,3777.91,89.5721
44.1,-9.12,3788.64,89.5717
44.2,-10.76,3790.75,89.5712
44.3,-8.76,3786.9,89.5708
44.4,-10.76,3789.17,89.5703
44.5,-12.63,3766.46,89.5697
44.6,-10.63,3796.78,89.5692
44.7,-12.05,3779.55,89.5687
44.8,-10.05,3791.96,89.5682
44.9,-9.34,3797.39,89.5678
45.0,-7.55,3809.21,89.5674
45.1,-8.94,3792.53,89.567
45.2,-6.94,3804.82,89.5667
45.3,-7.01,3819.03,89.5664
45.4,-9.01,3805.18,89.5659
45.5,-8.79,3806.5,89.5655
45.6,-7.79,3821.67,89.5652
45.7,-6.62,3820.48,89.5649
45.8,-5.97,3826.03,89.5646
45.9,-7.97,3809.82,89.5642
46.0,-9.2,3813.84,89.5638
46.1,-11.2,3804.97,89.5633
46.2,-9.2,3815.23,89.5629
46.3,-11.2,3804.85,89.5623
46.4,-9.2,3813.5,89.5619
46.5,-7.2,3825.19,89.5616
46.6,-9.2,3822.2,89.5611
46.7,-10.18,3810.15,89.5607
46.8,-8.18,3830.0,89.5603
46.9,-10.18,3819.35,89.5598
47.0,-12.18,3806.3,89.5593
47.1,-10.18,3819.06,89.5588
47.2,-8.18,3837.83,89.5584
47.3,-6.95,3832.51,89.5581
47.4,-7.09,3840.56,89.5578
47.5,-9.09,3833.51,89.5573
47.6,-11.09,3821.64,89.5568
47.7,-13.09,3807.41,89.5562
47.8,-15.09,3800.14,89.5555
47.9,-17.09,3798.01,89.5547
48.0,-19.09,3782.41,89.5538
48.1,-21.09,3770.72,89.5529
48.2,-23.09,3769.86,89.5518
48.3,-25.09,3747.7,89.5506
48.4,-27.09,3740.85,89.5494
48.5,-29.09,3718.47,89.548
48.6,-31.09,3729.82,89.5466
48.7,-33.09,3715.5,89.5451
48.8,-35.09,3707.19,89.5434
48.9,-37.09,3690.3,89.5417
49.0,-39.09,3686.25,89.5399
49.1,-41.09,3664.55,89.538
49.2,-43.09,3660.38,89.536
49.3,-41.94,3658.17,89.5341
49.4,-43.94,3650.47,89.532
49.5,-41.98,3656.51,89.5301
49.6,-43.98,3647.48,89.5281
49.7,-45.98,3639.15,89.5259
49.8,-47.98,3619.16,89.5237
49.9,-49.98,3620.58,89.5214
50.0,-47.98,3613.31,89.5192
50.1,-49.98,3603.76,89.5169
50.2,-51.98,3597.55,89.5145
50.3,-49.98,3609.83,89.5121
50.4,-51.98,3599.94,89.5097
50.5,-53.98,3588.8,89.5072
50.6,-55.98,3565.52,89.5046
50.7,-53.98,3572.11,89.5022
50.8,-55.98,3569.17,89.4996
50.9,-57.98,3562.64,89.4969
51.0,-59.98,3545.17,89.4941
51.1,-61.98,3527.72,89.4912
51.2,-59.98,3543.07,89.4885
51.3,-61.98,3522.83,89.4856
51.4,-63.98,3522.47,89.4826
51.5,-65.98,3499.64,89.4796
51.6,-63.98,3502.07,89.4766
51.7,-61.98,3520.73,89.4737
51.8,-59.98,3526.48,89.471
51.9,-61.98,3511.15,89.4681
52.0,-59.98,3514.35,89.4653
52.1,-57.98,3524.79,89.4626
52.2,-59.14,3517.04,89.4599
52.3,-57.14,3527.75,89.4572
52.4,-59.14,3520.54,89.4545
52.5,-57.14,3524.61,89.4519
52.6,-55.14,3529.95,89.4493
52.7,-57.14,3513.61,89.4467
52.8,-59.14,3503.79,89.4439
52.9,-57.14,3522.84,89.4413
53.0,-59.14,3510.11,89.4385
53.1,-58.78,3514.18,89.4358
53.2,-56.78,3514.42,89.4332
53.3,-54.78,3518.09,89.4307
53.4,-53.96,3530.62,89.4282
53.5,-51.96,3534.25,89.4258
53.6,-53.96,3523.54,89.4233
53.7,-55.96,3522.11,89.4207
53.8,-57.96,3512.49,89.418
53.9,-59.96,3493.33,89.4152
54.0,-61.96,3485.24,89.4123
54.1,-59.96,3497.98,89.4096
54.2,-57.96,3498.98,89.4069
54.3,-55.96,3497.74,89.4043
54.4,-53.96,3520.95,89.4018
54.5,-51.96,3522.47,89.3994
54.6,-49.96,3537.8,89.3971
54.7,-47.96,3535.51,89.3948
54.8,-45.96,3544.46,89.3927
54.9,-43.96,3553.69,89.3907
55.0,-41.96,3566.03,89.3887
55.1,-39.96,3573.65,89.3869
55.2,-37.96,3587.12,89.3851
55.3,-35.96,3599.73,89.3835
55.4,-33.96,3613.53,89.3819
55.5,-31.96,3625.35,89.3804
55.6,-29.96,3632.96,89.379
55.7,-27.96,3637.57,89.3777
55.8,-25.96,3651.71,89.3765
55.9,-23.96,3667.72,89.3754
56.0,-21.96,3675.56,89.3744
56.1,-19.96,3682.98,89.3735
56.2,-17.96,3688.39,89.3727
56.3,-15.96,3711.22,89.3719
56.4,-13.96,3713.65,89.3713
56.5,-11.96,3730.28,89.3707
56.6,-9.96,3740.22,89.3703
56.7,-7.96,3755.53,89.3699
56.8,-5.96,3772.16,89.3696
56.9,-3.96,3777.77,89.3694
57.0,-1.96,3788.17,89.3693
57.1,0.04,3800.78,89.3693
57.2,2.04,3815.84,89.3694
57.3,4.04,3824.1,89.3696
57.4,6.04,3841.6,89.3699
57.5,8.04,3849.66,89.3703
57.6,10.04,3861.3,89.3707
57.7,12.04,3875.23,89.3713
57.8,11.36,3874.43,89.3718
57.9,13.36,3885.91,89.3724
58.0,15.36,3900.36,89.3731
58.1,14.12,3903.55,89.3738
58.2,16.12,3916.72,89.3745
58.3,18.12,3924.16,89.3754
58.4,20.12,3937.59,89.3763
58.5,22.12,3952.48,89.3773
58.6,24.12,3968.22,89.3784
58.7,26.12,3969.5,89.3797
58.8,24.12,3977.67,89.3808
58.9,26.12,3987.63,89.382
59.0,27.2,3994.55,89.3832
59.1,25.2,3990.16,89.3844
59.2,23.2,3981.89,89.3855
59.3,25.2,3986.7,89.3866
59.4,27.2,4007.35,89.3879
59.5,25.2,4013.39,89.3891
59.6,23.2,4004.62,89.3901
59.7,25.2,4006.4,89.3913
59.8,23.2,4000.11,89.3924
59.9,21.2,3999.56,89.3934
60.0,23.2,4004.73,89.3944
60.1,25.2,4024.25,89.3956
60.2,23.2,4020.1,89.3967
60.3,25.2,4031.21,89.3978
60.4,23.2,4022.17,89.3989
60.5,21.2,4015.85,89.3999
60.6,23.2,4039.59,89.401
60.7,21.2,4023.08,89.4019
60.8,23.2,4028.13,89.403
60.9,25.2,4043.89,89.4042
61.0,27.2,4059.19,89.4054
61.1,29.06,4063.67,89.4068
61.2,31.06,4077.31,89.4082
61.3,29.06,4067.23,89.4096
61.4,27.06,4069.0,89.4108
61.5,25.06,4066.44,89.412
61.6,23.06,4047.22,89.413
61.7,21.06,4061.9,89.414
61.8,19.06,4043.96,89.4149
61.9,17.06,4033.1,89.4157
62.0,15.06,4022.16,89.4164
62.1,13.06,4013.52,89.417
62.2,11.06,4003.25,89.4175
62.3,9.06,3995.22,89.4179
62.4,7.06,3991.44,89.4182
62.5,5.06,3981.31,89.4185
62.6,3.06,3970.09,89.4186
62.7,1.06,3951.48,89.4187
62.8,-0.94,3953.51,89.4186
62.9,-2.94,3942.21,89.4185
63.0,-4.94,3937.13,89.4183
63.1,-6.94,3926.83,89.4179
63.2,-8.94,3932.74,89.4175
63.3,-10.94,3907.73,89.417
63.4,-12.94,3883.26,89.4164
63.5,-14.94,3893.62,89.4157
63.6,-16.94,3872.01,89.4149
63.7,-18.94,3864.06,89.4141
63.8,-20.94,3853.33,89.4131
63.9,-22.94,3843.59,89.412
64.0,-24.94,3840.03,89.4109
64.1,-26.94,3822.65,89.4096
64.2,-28.94,3812.5,89.4083
64.3,-30.94,3812.86,89.4069
64.4,-32.94,3787.6,89.4053
64.5,-34.94,3782.22,89.4037
64.6,-36.94,3770.59,89.402
64.7,-38.94,3755.66,89.4002
64.8,-40.94,3753.12,89.3983
64.9,-42.94,3729.29,89.3963
65.0,-44.94,3712.36,89.3942
65.1,-42.94,3724.06,89.3923
65.2,-44.94,3707.95,89.3902
65.3,-46.94,3703.39,89.388
65.4,-48.94,3690.71,89.3857
65.5,-46.94,3695.47,89.3836
65.6,-48.94,3679.25,89.3813
65.7,-49.35,3684.88,89.379
65.8,-51.35,3678.23,89.3766
65.9,-49.35,3678.08,89.3743
66.0,-47.64,3689.45,89.3721
66.1,-49.64,3669.21,89.3698
66.2,-51.64,3668.35,89.3675
66.3,-53.64,3646.91,89.365
66.4,-51.64,3660.56,89.3626
66.5,-53.64,3644.45,89.3601
66.6,-51.64,3651.29,89.3577
66.7,-49.64,3662.93,89.3554
66.8,-47.64,3671.61,89.3532
66.9,-49.64,3650.16,89.3509
67.0,-51.64,3644.35,89.3485
67.1,-49.64,3648.8,89.3462
67.2,-47.95,3660.84,89.344
67.3,-49.95,3640.43,89.3417
67.4,-47.95,3663.51,89.3395
67.5,-49.95,3645.73,89.3371
67.6,-47.95,3648.44,89.3349
67.7,-49.48,3643.99,89.3326
67.8,-47.48,3656.24,89.3304
67.9,-49.48,3641.73,89.3281
68.0,-51.48,3611.47,89.3258
68.1,-53.48,3612.38,89.3233
68.2,-51.48,3631.64,89.3209
68.3,-49.48,3633.65,89.3186
68.4,-47.48,3638.28,89.3164
68.5,-45.48,3653.96,89.3143
68.6,-43.48,3661.05,89.3123
68.7,-41.48,3667.81,89.3104
68.8,-39.48,3672.76,89.3086
68.9,-37.48,3687.07,89.3068
69.0,-35.48,3690.33,89.3052
69.1,-33.48,3696.13,89.3036
69.2,-31.48,3711.58,89.3022
69.3,-29.48,3731.52,89.3008
69.4,-27.48,3731.34,89.2995
69.5,-29.28,3720.15,89.2982
69.6,-27.28,3740.27,89.2969
69.7,-28.34,3727.35,89.2956
69.8,-26.34,3743.77,89.2944
69.9,-24.34,3758.96,89.2933
70.0,-26.34,3729.83,89.292
70.1,-24.34,3747.31,89.2909
70.2,-23.75,3761.57,89.2898
70.3,-25.75,3743.88,89.2886
70.4,-27.75,3731.33,89.2873
70.5,-25.75,3730.02,89.2861
70.6,-23.75,3748.59,89.285
70.7,-22.95,3748.42,89.284
70.8,-20.95,3762.88,89.283
70.9,-22.95,3746.04,89.2819
71.0,-24.83,3747.14,89.2808
71.1,-22.83,3748.07,89.2797
71.2,-20.83,3767.5,89.2788
71.3,-22.83,3751.17,89.2777
71.4,-20.83,3773.08,89.2768
71.5,-18.83,3778.97,89.2759
71.6,-19.57,3774.65,89.275
71.7,-17.83,3774.22,89.2741
71.8,-18.36,3777.44,89.2733
71.9,-20.36,3772.8,89.2724
72.0,-22.36,3761.41,89.2713
72.1,-20.36,3772.97,89.2704
72.2,-18.36,3780.99,89.2695
72.3,-20.36,3773.82,89.2686
72.4,-22.36,3762.89,89.2675
72.5,-20.36,3770.09,89.2666
72.6,-22.36,3765.01,89.2656
72.7,-24.36,3749.29,89.2644
72.8,-22.36,3751.89,89.2634
72.9,-24.2,3760.44,89.2623
73.0,-22.56,3759.38,89.2612
73.1,-20.56,3765.29,89.2603
73.2,-18.56,3784.44,89.2594
73.3,-20.56,3770.94,89.2585
73.4,-18.56,3788.06,89.2576
73.5,-20.56,3768.83,89.2567
73.6,-20.09,3775.94,89.2557
73.7,-20.96,3769.05,89.2548
73.8,-19.65,3777.22,89.2539
73.9,-21.65,3771.24,89.2529
74.0,-23.65,3750.98,89.2518
74.1,-25.65,3745.41,89.2506
74.2,-23.65,3752.17,89.2495
74.3,-21.65,3760.39,89.2485
